Sequence.Name,SYMBOL,Sequence.Description,Enzyme.Code
AT1G50490,UBC20,"Encodes one of two ubiquitin-conjugating enzymes  belonging to the E2-C gene family (the other being UBC19). Transcript is always found in diving cells, but also in other non-dividing cells.",EC:6.3.2.19
AT1G50670,OTU2,NA,EC:3.1.2
AT1G50700,CDPK3,member of Calcium Dependent Protein Kinase,EC:2.7.11.1
AT1G50700,CPK33,member of Calcium Dependent Protein Kinase,EC:2.7.11.1
AT1G50840,POLGAMMA2,DNA Polymerase gamma2. Dual targeting to mitochondria and plastids due to alternative translation initiation.,EC:2.7.7.7
AT1G50840,PolIA,DNA Polymerase gamma2. Dual targeting to mitochondria and plastids due to alternative translation initiation.,EC:2.7.7.7
AT1G51260,LPAT3,"ACYL-COA:1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE, PUTATIVE SIMILAR TO ACYL-COA:1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE GI:4583544 FROM [BRASSICA NAPUS]",EC:2.3.1
AT1G51260,LPAT3,"ACYL-COA:1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE, PUTATIVE SIMILAR TO ACYL-COA:1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE GI:4583544 FROM [BRASSICA NAPUS]",EC:2.3.1.51
AT1G51310,NA,NA,EC:2.8.1
AT1G51590,MANIB,Encodes an alpha-mannosidase I enzyme responsible for N-glycan maturation.,EC:3.2.1.113
AT1G51590,MNS1,Encodes an alpha-mannosidase I enzyme responsible for N-glycan maturation.,EC:3.2.1.113
AT1G51650,NA,NA,EC:3.6.3.14
AT1G51660,ATMEK4,"Encodes a mitogen-activated map kinase kinase (there are nine in Arabidopsis) involved in innate immunity. This protein activates MPK3/MPK6 and early-defense genes redundantly with MKK5. In plants with both MKK5 and MKK6 levels reduced by RNAi plants, floral organs do not abscise suggestion a role for both proteins in mediating floral organ abscission.",EC:2.7.12.2
AT1G51660,ATMKK4,"Encodes a mitogen-activated map kinase kinase (there are nine in Arabidopsis) involved in innate immunity. This protein activates MPK3/MPK6 and early-defense genes redundantly with MKK5. In plants with both MKK5 and MKK6 levels reduced by RNAi plants, floral organs do not abscise suggestion a role for both proteins in mediating floral organ abscission.",EC:2.7.12.2
AT1G51660,MKK4,"Encodes a mitogen-activated map kinase kinase (there are nine in Arabidopsis) involved in innate immunity. This protein activates MPK3/MPK6 and early-defense genes redundantly with MKK5. In plants with both MKK5 and MKK6 levels reduced by RNAi plants, floral organs do not abscise suggestion a role for both proteins in mediating floral organ abscission.",EC:2.7.12.2
AT1G51680,4CL.1,"encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. In addition to 4-coumarate, it also converts ferulate.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, ferulic acid, caffeic acid and 5-OH-ferulic acid. At4CL1 was unable to use sinapic acid as substrate.",EC:6.2.1.12
AT1G51680,4CL1,"encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. In addition to 4-coumarate, it also converts ferulate.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, ferulic acid, caffeic acid and 5-OH-ferulic acid. At4CL1 was unable to use sinapic acid as substrate.",EC:6.2.1.12
AT1G51680,AT4CL1,"encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. In addition to 4-coumarate, it also converts ferulate.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, ferulic acid, caffeic acid and 5-OH-ferulic acid. At4CL1 was unable to use sinapic acid as substrate.",EC:6.2.1.12
AT1G51720,NA,NA,EC:1.4.1.4
AT1G52160,TRZ3,Encodes a tRNase Z.,EC:3.1.26.11
AT1G52340,ABA2,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52340,ATABA2,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52340,ATSDR1,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52340,GIN1,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52340,ISI4,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52340,SDR1,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52340,SIS4,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52340,SRE1,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.,EC:1.1.1.288
AT1G52500,ATFPG-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,ATFPG-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,ATFPG-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,ATFPG-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,ATMMH-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,ATMMH-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,ATMMH-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,ATMMH-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,FPG-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,FPG-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,FPG-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,FPG-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,MMH,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,MMH,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,MMH-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,MMH-1,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,MMH-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:4.2.99.18
AT1G52500,MMH-2,Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Has abasic lyase activity and does not exhibit significant cleavage of a double-stranded oligonucleotide that contained 8-oxo-guanine. Sequence similarity to atmmh-1.,EC:3.2.2.23
AT1G52500,ATFPG-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,ATFPG-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,ATFPG-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,ATFPG-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,ATMMH-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,ATMMH-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,ATMMH-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,ATMMH-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,FPG-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,FPG-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,FPG-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,FPG-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,MMH,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,MMH,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,MMH-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,MMH-1,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52500,MMH-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:4.2.99.18
AT1G52500,MMH-2,"Encodes one of the splice variants of Arabidopsis thaliana MutM homolog. Encodes a formamidopyrimidine-DNA glycosylase that has abasic lyase activity and is able to nick double- stranded oligonucleotides containing 8-oxo-7,8-dihydroguanine (8-oxoG) in vitro.",EC:3.2.2.23
AT1G52600,NA,NA,EC:3.4
AT1G53000,AtCKS,Encodes a putative CMP-KDO (3-deoxy-D-manno-octulosonate) synthetase.,EC:2.7.7.38
AT1G53000,CKS,Encodes a putative CMP-KDO (3-deoxy-D-manno-octulosonate) synthetase.,EC:2.7.7.38
AT1G53000,KDSB,Encodes a putative CMP-KDO (3-deoxy-D-manno-octulosonate) synthetase.,EC:2.7.7.38
AT1G53240,mMDH1,NA,EC:1.1.1.37
AT1G53310,ATPEPC1,Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.,EC:4.1.1.31
AT1G53310,ATPPC1,Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.,EC:4.1.1.31
AT1G53310,PEPC1,Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.,EC:4.1.1.31
AT1G53310,PPC1,Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.,EC:4.1.1.31
AT1G53500,ATMUM4,"encodes a putative NDP-L-rhamnose synthase, an enzyme required for the synthesis of the pectin rhamnogalacturonan I, the major component of Arabidopsis mucilage. Gene is involved in seed coat mucilage cell development. Mutant analyses suggest that MUM4 is required for complete mucilage synthesis, cytoplasmic rearrangement and seed coat development.",EC:4.2.1.76
AT1G53500,ATRHM2,"encodes a putative NDP-L-rhamnose synthase, an enzyme required for the synthesis of the pectin rhamnogalacturonan I, the major component of Arabidopsis mucilage. Gene is involved in seed coat mucilage cell development. Mutant analyses suggest that MUM4 is required for complete mucilage synthesis, cytoplasmic rearrangement and seed coat development.",EC:4.2.1.76
